activities,candidates,SQ,MCN,SN,fitness_normalized,scalability
10,17,22,663,86,0.9045360141124205,7.697211027145386
10,17,40,893,404,0.8694710398958697,58.30118751525879
10,16,10,180,63,0.9133069546121457,1.5142998695373535
10,16,15,189,175,0.9457079377155326,4.720161437988281
10,16,23,495,170,0.9270022793767305,11.804919004440308
10,16,38,175,173,0.8968388719056868,4.339483261108398
10,16,20,809,106,0.9387598357018256,11.622779846191406
10,21,10,193,56,0.9012148561991813,1.4594666957855225
10,21,12,283,57,0.9198257867295048,2.1297013759613037
10,21,17,282,243,0.8877101716906779,10.132391214370728
10,21,19,519,241,0.9292753592792711,18.33399772644043
10,21,15,435,407,0.8996200819579533,28.547412395477295
10,71,10,156,73,0.9279771285953227,1.5402166843414307
10,71,20,378,190,0.9407982676049338,10.307154417037964
10,71,15,135,191,0.9469664131429795,3.813283920288086
10,71,14,683,131,0.9463697721250312,12.203801393508911
10,71,20,819,76,0.9315316432371794,8.34667181968689
10,78,10,185,66,0.9078880154467917,1.666853427886963
10,78,18,191,175,0.959155877720491,4.742994546890259
10,78,10,243,167,0.9344424859621616,5.7440032958984375
10,78,24,458,370,0.9620025583644989,26.360711574554443
10,78,28,180,350,0.9329619518514428,9.935963869094849
10,76,10,115,70,0.942144569021913,1.1168708801269531
10,76,16,205,116,0.9308689195594726,3.2851128578186035
10,76,29,508,63,0.9288817678297604,4.221738815307617
10,76,24,237,97,0.9426563687049574,3.1436705589294434
10,76,23,529,312,0.9513512404990516,24.890668630599976
10,93,10,196,95,0.914472324102251,2.5362226963043213
10,93,10,130,169,0.94664162251198,3.1621575355529785
10,93,15,174,159,0.9425691005196055,3.947885751724243
10,93,28,366,188,0.9513682449257057,9.849485635757446
10,93,13,603,276,0.9421405224642261,24.902687072753906
10,117,10,180,68,0.9001221351113153,1.6720459461212158
10,117,19,390,80,0.9416413364387323,4.199586391448975
10,117,25,399,59,0.9204537226547838,3.4398751258850098
10,117,38,571,348,0.9484021677896561,31.160651922225952
10,117,28,332,115,0.9206753538090653,5.20929217338562
10,87,10,187,50,0.9324587232148915,1.2426767349243164
10,87,10,196,140,0.9366764659787905,3.84135103225708
10,87,28,360,168,0.9482618325575368,8.493868827819824
10,87,32,470,75,0.941532446064482,4.686277389526367
10,87,28,977,241,0.9501955804995731,34.353859663009644
10,100,10,197,75,0.9022881239126692,1.9625303745269775
10,100,12,290,130,0.9333971785645083,5.232228994369507
10,100,14,219,232,0.9426795867262567,7.494748592376709
10,100,30,577,328,0.9468095304982065,28.899397611618042
10,100,35,693,189,0.9488371505803961,18.621142625808716
10,103,10,132,57,0.9454905002973247,1.0034904479980469
10,103,18,314,70,0.903182216443872,2.9440762996673584
10,103,20,297,229,0.9410050905069223,9.91938829421997
10,103,19,309,50,0.9401934021571298,2.048628807067871
10,103,43,736,455,0.9468996622161261,54.341790199279785
10,70,10,125,54,0.9323581545143734,0.9041712284088135
10,70,16,177,189,0.9290518510224987,4.793029069900513
10,70,15,409,279,0.9180305722560467,16.994053602218628
10,70,39,146,187,0.9381468409437645,3.935576915740967
10,70,45,676,396,0.9520578454685702,42.18235754966736
10,142,10,172,77,0.9306613865003925,1.8950464725494385
10,142,18,265,98,0.9233685871616413,3.8445863723754883
10,142,23,288,202,0.949748665077589,9.169193029403687
10,142,24,374,222,0.9377488706097719,13.252461671829224
10,142,18,418,417,0.9575684406789355,38.76068925857544
10,17,10,167,77,0.9346254438085364,2.6606204509735107
10,17,17,396,185,0.9145361201600394,14.928146600723267
10,17,23,390,150,0.9129036049901325,10.897122383117676
10,17,37,189,334,0.9199280723428991,15.127817392349243
10,17,38,305,223,0.9436127990486348,14.47722053527832
10,77,10,195,83,0.9488936775822159,2.586350917816162
10,77,14,222,173,0.9461952055805887,8.180922031402588
10,77,12,177,173,0.9364383028314085,5.613447427749634
10,77,16,629,81,0.9101325654007839,10.414801120758057
10,77,10,489,392,0.9504389097458831,44.470595598220825
10,81,10,129,66,0.9208027604773409,1.158416509628296
10,81,19,138,96,0.9391133093360462,1.8433678150177002
10,81,21,438,212,0.9363030495240137,14.852823495864868
10,81,22,153,196,0.9383072640351218,6.736468076705933
10,81,23,697,189,0.9419996695675905,21.73705291748047
10,17,10,189,86,0.8841675525756789,3.0553359985351562
10,17,10,386,62,0.9001830329266005,3.5713140964508057
10,17,19,369,296,0.93261476453893,18.535632848739624
10,17,33,656,81,0.9227322900308557,7.351691961288452
10,17,22,679,243,0.9154339249485969,24.375285387039185
10,49,10,128,93,0.928128327952007,1.6262102127075195
10,49,19,150,193,0.9266596371501762,4.219091892242432
10,49,29,172,299,0.9402559511083928,8.29691481590271
10,49,24,271,199,0.9551684543389356,8.306371450424194
10,49,32,996,460,0.9313733292774724,88.14031219482422
10,72,10,127,67,0.9441307104580128,1.530576229095459
10,72,11,304,115,0.9171256171335448,5.221223592758179
10,72,13,106,112,0.9443530879854951,1.8738696575164795
10,72,23,556,218,0.9566071103798066,19.406116485595703
10,72,14,980,472,0.960841218558584,75.79447913169861
10,185,10,169,55,0.9216184302550363,1.2283902168273926
10,185,13,288,159,0.9572633619156499,6.431932210922241
10,185,28,352,71,0.9462867759925061,3.312849283218384
10,185,17,768,254,0.9582090818672323,28.36902356147766
10,185,45,635,153,0.9413856041649594,13.489771842956543
10,45,10,160,94,0.9364371990407017,2.072713851928711
10,45,18,280,95,0.9318015436652316,3.5826194286346436
10,45,29,296,209,0.9173672456914297,8.882846355438232
10,45,40,221,97,0.9164168055453371,2.879866361618042
10,45,49,716,289,0.9561070312831436,30.88883948326111
10,33,10,177,64,0.9234777875132831,1.5214314460754395
10,33,20,368,158,0.9379275230636557,8.16258430480957
10,33,16,300,210,0.9423726338016543,9.080851554870605
10,33,18,333,217,0.9263355863899736,10.402893543243408
10,33,34,476,300,0.9468657884462572,21.52287721633911
10,265,10,163,59,0.9429500241619679,1.2754054069519043
10,265,15,230,106,0.9359897149424092,3.354275941848755
10,265,29,454,66,0.9360878667285875,4.004969358444214
10,265,20,352,269,0.9483660215862464,14.008776664733887
10,265,23,310,393,0.9689031401838618,19.409104824066162
10,226,10,173,53,0.9301154785789594,1.2157926559448242
10,226,20,302,80,0.9235116826888807,3.2619237899780273
10,226,20,367,144,0.9357989910019762,7.36320424079895
10,226,10,759,89,0.9379559486877436,8.99796748161316
10,226,41,687,432,0.953979302528309,48.03154993057251
10,246,10,115,78,0.9302510098958662,1.2345473766326904
10,246,17,355,54,0.9267140117948848,2.5229976177215576
10,246,24,593,186,0.9544075240418177,15.478313684463501
10,246,38,569,324,0.9623072979105796,28.28064227104187
10,246,26,810,227,0.9582183686292887,26.30632710456848
10,243,10,122,59,0.9292044472386491,0.9555244445800781
10,243,19,317,113,0.9398636058538494,4.838428735733032
10,243,30,315,157,0.9405864688783122,6.873063325881958
10,243,16,735,244,0.9542782048409826,27.832467079162598
10,243,42,155,141,0.9548382053352059,3.046452045440674
10,120,10,136,90,0.9399767761667365,1.6747605800628662
10,120,16,395,179,0.932926704731378,9.907878398895264
10,120,20,283,186,0.9508662458926943,7.529052019119263
10,120,33,549,159,0.9493162305206919,12.109870195388794
10,120,31,495,412,0.9575807220186547,32.47161316871643
10,285,10,143,97,0.919095692869144,1.886582374572754
10,285,19,157,152,0.9399625184129172,3.368389368057251
10,285,13,105,59,0.938212362197352,0.8261311054229736
10,285,32,459,101,0.9501855294124075,6.250286817550659
10,285,13,469,64,0.9441908303466858,3.9641754627227783
10,149,10,176,97,0.945992064772373,2.3068125247955322
10,149,15,204,150,0.9363032402882312,4.277383327484131
10,149,16,588,104,0.9278045771953181,8.253355264663696
10,149,10,680,175,0.9561882187440567,16.61302661895752
10,149,11,512,269,0.9481023816710813,20.36521625518799
10,328,10,148,84,0.9225292094322178,1.6962432861328125
10,328,10,398,119,0.951724074640977,6.449660062789917
10,328,17,481,299,0.9398200614025003,21.529297351837158
10,328,26,411,396,0.9687106148935084,25.615268230438232
10,328,32,383,269,0.9600867100146537,15.347598552703857
10,196,10,151,79,0.9219393256205553,1.610600471496582
10,196,19,257,167,0.9572963093506954,6.004871129989624
10,196,16,269,156,0.956150784296224,5.8787031173706055
10,196,24,391,291,0.9624540160335204,17.00150489807129
10,196,14,639,103,0.9265775449415268,8.713508367538452
10,138,10,137,99,0.9120047129155098,1.8385777473449707
10,138,10,230,148,0.9316832902199899,5.104556560516357
10,138,19,451,139,0.9469830133107926,10.51517367362976
10,138,24,172,110,0.969842724756729,2.7791037559509277
10,138,21,783,413,0.9527909296582713,55.7199764251709
10,60,10,113,74,0.8864396319555212,1.37314772605896
10,60,19,253,67,0.9270426388201274,2.446223497390747
10,60,24,276,90,0.9117775091842162,3.566025495529175
10,60,29,379,140,0.9233274971551464,7.579202890396118
10,60,26,612,474,0.9515109675161391,50.145350217819214
10,91,10,141,70,0.9277847111488935,1.4026343822479248
10,91,10,148,150,0.9319616619851938,3.30355167388916
10,91,15,449,133,0.9601660129800667,8.876598358154297
10,91,17,335,150,0.9266855278061853,7.441049575805664
10,91,23,510,427,0.9424026023717977,36.38765072822571
10,133,10,167,74,0.9551513589146968,1.6917755603790283
10,133,10,238,190,0.9502765202149552,6.904781818389893
10,133,26,164,181,0.956752153755893,4.317179918289185
10,133,19,516,156,0.9484654680096712,12.802250146865845
10,133,12,810,268,0.9429143662855443,34.55715465545654
10,12,10,160,78,0.9241090138864514,1.8658571243286133
10,12,20,247,64,0.9398108272570397,2.251315116882324
10,12,12,435,283,0.8707129084288594,19.00027322769165
10,12,34,374,318,0.8896711290605279,19.091246604919434
10,12,47,203,331,0.9086918591586002,11.261561155319214
10,273,10,127,99,0.9338451040568161,1.907942295074463
10,273,20,339,133,0.9403833931820749,6.318110227584839
10,273,16,435,127,0.9594532176408663,7.811339616775513
10,273,21,367,181,0.9448053560006653,10.43097972869873
10,273,40,363,224,0.9638589606280273,13.124210596084595
10,255,10,200,57,0.9383667043847417,1.6512641906738281
10,255,20,321,128,0.9429594427984549,6.190727233886719
10,255,16,240,99,0.9397096739996995,3.286600112915039
10,255,14,734,372,0.9491527056195648,44.77937436103821
10,255,10,471,317,0.9696377168386797,23.930180311203003
10,232,10,105,92,0.9380025838945005,1.3784449100494385
10,232,19,171,133,0.9402778997831178,3.2312114238739014
10,232,19,153,241,0.9587054540112113,5.979494571685791
10,232,25,450,229,0.947878648255809,16.252779722213745
10,232,39,170,409,0.9585653678313653,12.478456020355225
10,351,10,160,51,0.9173584186923109,1.1856472492218018
10,351,14,337,177,0.9538277976027204,9.109564542770386
10,351,10,282,162,0.9560991091992762,6.881713151931763
10,351,16,394,184,0.9361259194146506,11.144529104232788
10,351,18,223,419,0.9627008939223831,16.417762279510498
10,108,10,163,72,0.9079255139767202,1.6684625148773193
10,108,16,389,150,0.9522740846349209,8.482170104980469
10,108,30,576,170,0.9450756584431189,14.5628502368927
10,108,39,511,196,0.9447318765706572,15.130977630615234
10,108,30,717,426,0.953864069539273,51.391695976257324
10,325,10,155,65,0.9171636635845626,1.3745887279510498
10,325,17,204,61,0.9083391916241719,1.7263178825378418
10,325,23,411,85,0.9464482177848186,4.856920957565308
10,325,17,771,327,0.9548018061019821,42.528549909591675
10,325,11,723,398,0.9630220391631124,53.42502403259277
10,163,10,183,64,0.930971995484283,1.5933597087860107
10,163,19,360,76,0.904745721098231,3.7116682529449463
10,163,28,115,278,0.9523685475197846,5.054924249649048
10,163,18,781,366,0.9428833471397526,51.45308804512024
10,163,23,183,300,0.9608879284029155,8.7460777759552
10,404,10,142,69,0.9258065254268117,1.3494172096252441
10,404,11,126,86,0.9425114922084961,1.5512430667877197
10,404,15,536,133,0.9516255117295376,10.778823614120483
10,404,30,259,229,0.9506085298481419,9.422326803207397
10,404,13,904,85,0.9234834330121846,10.433774471282959
10,345,10,162,54,0.9418217403752207,1.1924889087677002
10,345,10,300,178,0.9538567360097147,7.746172189712524
10,345,19,273,74,0.92718959300985,2.7486696243286133
10,345,27,387,331,0.9688852333711316,20.37944984436035
10,345,18,160,438,0.9655557781998511,12.149858951568604
15,5,10,109,59,0.8541219589796141,1.25888991355896
15,5,11,113,160,0.9066539116986423,3.9378514289855957
15,5,20,432,121,0.8406511182647407,10.566498517990112
15,5,25,241,193,0.8628288118439567,10.010185718536377
15,5,16,445,351,0.8637846237271133,35.84843349456787
15,15,10,199,71,0.9150977100645694,2.771353244781494
15,15,19,284,145,0.9081244984444699,8.550946235656738
15,15,19,240,247,0.9083743514510816,13.050970315933228
15,15,18,371,309,0.955142264843774,25.01362919807434
15,15,14,131,165,0.9383850375785943,4.588112115859985
15,27,10,176,90,0.9218821618558444,3.1666853427886963
15,27,12,365,136,0.9411516730409959,10.289517879486084
15,27,14,342,163,0.9228194893352584,11.382726430892944
15,27,32,586,305,0.9169362462213981,39.439908504486084
15,27,50,242,219,0.9511545351630406,10.70563006401062
15,11,10,178,77,0.9096698803054148,2.5943853855133057
15,11,12,260,73,0.8926974537386466,3.6984472274780273
15,11,26,131,115,0.8639840701642372,3.0706944465637207
15,11,14,364,313,0.8861667868522145,25.132782220840454
15,11,25,697,208,0.8387354901043644,29.97016406059265
15,34,10,164,67,0.9160373944284959,2.1461846828460693
15,34,19,343,123,0.9243801759510043,8.347637176513672
